year.key,league.key,team.key,park.key,span.first,span.last,games,openings,attendance
1894,NL,PHI,PHI06,1894-04-21,1894-08-04,43,41,270341
1894,NL,PHI,PHI08,1894-08-11,1894-08-17,6,5,11950
1894,NL,PHI,PHI14,1894-08-18,1894-09-06,22,18,79222
1894,NL,PIT,PIT05,1894-05-03,1894-09-29,75,70,173034
1894,NL,SLN,STL05,1894-04-19,1894-09-30,66,62,203272
1894,NL,WAS,WAS06,1894-04-19,1894-09-06,62,59,138296
1895,NL,BLN,BAL07,1895-04-18,1895-09-26,67,60,293432
1895,NL,BRO,NYC11,1895-05-01,1895-09-25,67,64,239600
1895,NL,BSN,BOS05,1895-04-19,1895-09-21,68,64,254300
1895,NL,CHN,CHI08,1895-05-02,1895-09-29,67,67,403133
1895,NL,CIN,CIN05,1895-04-18,1895-09-21,65,63,294745
1895,NL,CL4,CLE05,1895-05-01,1895-09-21,62,54,142300
1895,NL,LS3,LOU03,1895-04-18,1895-09-29,59,56,93970
1895,NL,NY1,NYC10,1895-04-18,1895-09-30,67,64,262850
1895,NL,PHI,PHI09,1895-05-02,1895-09-30,73,68,471414
1895,NL,PIT,PIT05,1895-05-01,1895-09-18,67,61,198972
1895,NL,SLN,STL05,1895-04-18,1895-09-28,68,66,177100
1895,NL,WAS,WAS06,1895-04-20,1895-09-30,69,59,146124
1896,NL,BLN,BAL07,1896-04-16,1896-09-22,67,62,255655
1896,NL,BRO,NYC11,1896-04-29,1896-09-22,65,61,204200
1896,NL,BSN,BOS05,1896-04-20,1896-09-07,67,61,230708
1896,NL,CHN,CHI08,1896-04-30,1896-08-13,68,68,308257
1896,NL,CIN,CIN05,1896-04-16,1896-09-20,66,63,366419
1896,NL,CL4,CLE05,1896-05-02,1896-09-26,64,61,148000
1896,NL,LS3,LOU03,1896-04-16,1896-09-15,64,61,144051
1896,NL,NY1,NYC10,1896-04-21,1896-09-26,66,59,273200
1896,NL,PHI,PHI09,1896-04-16,1896-09-26,69,65,361504
1896,NL,PIT,PIT05,1896-04-21,1896-09-21,66,58,182500
1896,NL,SLN,STL05,1896-04-16,1896-09-26,62,60,158010
1896,NL,WAS,WAS06,1896-04-16,1896-09-26,68,61,241706
1897,NL,BLN,BAL07,1897-04-22,1897-10-02,69,63,247162
1897,NL,BRO,NYC11,1897-05-03,1897-10-02,70,64,221148
1897,NL,BSN,BOS05,1897-04-19,1897-09-22,67,61,357879
1897,NL,CHN,CHI08,1897-05-04,1897-09-19,67,67,334860
1897,NL,CIN,CIN05,1897-04-22,1897-09-19,68,64,342700
1897,NL,CL4,CLE05,1897-05-03,1897-09-26,65,61,116250
1897,NL,LS3,LOU03,1897-04-22,1897-10-03,68,61,145210
1897,NL,NY1,NYC10,1897-04-26,1897-10-02,76,67,389740
1897,NL,PHI,PHI09,1897-04-22,1897-09-22,67,60,293429
1897,NL,PIT,PIT05,1897-05-03,1897-10-02,65,58,166050
1897,NL,SLN,STL05,1897-04-22,1897-10-03,61,50,133900
1897,NL,WAS,WAS06,1897-04-22,1897-09-14,68,60,153922
1898,NL,BLN,BAL07,1898-04-16,1898-10-15,76,66,131983
1898,NL,BRO,NYC12,1898-04-30,1898-10-12,72,66,119249
1898,NL,BRO,WNY01,1898-09-18,1898-10-02,2,2,6000
1898,NL,BSN,BOS05,1898-04-19,1898-10-04,79,72,241820
1898,NL,CHN,CHI08,1898-04-29,1898-10-09,89,89,465600
1898,NL,CIN,CIN05,1898-04-15,1898-10-09,89,77,338892
1898,NL,CL4,CHI08,1898-10-08,1898-10-08,1,0,0
1898,NL,CL4,CLE05,1898-04-29,1898-08-26,40,36,33300
1898,NL,CL4,CLL01,1898-06-12,1898-06-19,2,2,9000
1898,NL,CL4,PHI09,1898-07-29,1898-08-11,9,6,18697
1898,NL,CL4,ROC02,1898-08-27,1898-08-29,2,2,3100
1898,NL,CL4,ROC03,1898-08-28,1898-08-28,1,1,1200
1898,NL,CL4,STL05,1898-09-28,1898-09-29,2,2,5000
1898,NL,LS3,LOU03,1898-04-15,1898-10-15,79,71,137655
1898,NL,NY1,NYC10,1898-04-16,1898-10-15,75,67,208300
1898,NL,NY1,WNY01,1898-09-11,1898-09-11,1,1,5000
1898,NL,PHI,PHI09,1898-04-16,1898-10-15,81,72,266481
1898,NL,PIT,PIT05,1898-04-29,1898-10-13,75,72,150300
1898,NL,SLN,STL05,1898-04-15,1898-10-07,66,54,154600
1898,NL,WAS,WAS06,1898-04-18,1898-10-12,80,68,102950
1899,NL,BLN,BAL07,1899-04-15,1899-10-10,77,67,125583
1899,NL,BRO,NYC12,1899-04-15,1899-10-14,78,73,270882
1899,NL,BSN,BOS05,1899-04-19,1899-10-14,80,69,211250
1899,NL,CHN,CHI08,1899-04-27,1899-10-15,85,85,414971
1899,NL,CIN,CIN05,1899-04-15,1899-10-15,88,74,270742
1899,NL,CL4,CLE05,1899-05-01,1899-08-30,41,37,10229
1899,NL,CL4,STL05,1899-09-24,1899-09-24,1,0,0
1899,NL,LS3,LOU03,1899-04-14,1899-08-02,51,46,98010
1899,NL,LS3,LOU04,1899-08-22,1899-09-02,12,11,18200
1899,NL,NY1,NYC10,1899-04-20,1899-10-11,72,65,113035
1899,NL,NY1,WNY01,1899-06-04,1899-09-17,4,4,9300
1899,NL,PHI,PHI09,1899-04-14,1899-10-10,83,77,396024
1899,NL,PIT,PIT05,1899-04-28,1899-10-14,85,75,200100
1899,NL,SLN,STL05,1899-04-15,1899-10-09,87,75,373550
1899,NL,WAS,WAS06,1899-04-18,1899-10-14,79,66,86583
1900,NL,BRO,NYC12,1900-04-21,1900-10-12,73,4,37700
1900,NL,BSN,BOS05,1900-04-19,1900-10-04,73,11,43800
1900,NL,CHN,CHI08,1900-04-27,1900-10-08,77,73,302050
1900,NL,CIN,CIN05,1900-04-19,1900-10-05,63,3,18500
1900,NL,NY1,NYC10,1900-04-19,1900-10-13,71,6,50800
1900,NL,PHI,PHI09,1900-04-20,1900-10-13,70,5,51779
1900,NL,PIT,PIT05,1900-04-26,1900-10-13,70,2,15100
1900,NL,SLN,STL05,1900-04-19,1900-10-14,72,5,48000
1901,AL,BLA,BAL09,1901-04-26,1901-09-28,66,55,137193
1901,AL,BOS,BOS06,1901-05-08,1901-09-28,69,62,286974
1901,NL,BRO,NYC12,1901-04-19,1901-10-05,68,57,187850
1901,NL,BSN,BOS05,1901-04-19,1901-09-14,70,63,144455
1901,AL,CHA,CHI09,1901-04-24,1901-09-15,71,66,338700
1901,NL,CHN,CHI08,1901-04-26,1901-10-06,70,69,230710
1901,NL,CIN,CIN05,1901-04-20,1901-10-06,72,65,202308
1901,AL,CLE,CLE05,1901-04-29,1901-09-13,69,58,115757
1901,AL,DET,DET02,1901-04-25,1901-09-14,57,55,190278
1901,AL,DET,DET03,1901-04-28,1901-09-15,13,13,64700
1901,AL,MLA,MIL04,1901-05-03,1901-09-12,70,65,137175
1901,NL,NY1,NYC10,1901-04-26,1901-09-16,71,56,285270
1901,AL,PHA,PHI10,1901-04-26,1901-09-28,66,59,197786
1901,NL,PHI,PHI09,1901-04-18,1901-10-05,69,60,229465
1901,NL,PIT,PIT05,1901-04-27,1901-10-02,69,65,248460
1901,NL,SLN,STL05,1901-04-19,1901-09-30,72,69,385572
1901,AL,WS1,WAS07,1901-04-29,1901-09-27,68,66,173115
1902,AL,BLA,BAL09,1902-04-23,1902-09-29,64,60,161307
1902,AL,BOS,BOS06,1902-04-19,1902-09-18,71,66,338894
1902,NL,BRO,NYC12,1902-04-17,1902-09-30,69,67,239770
1902,NL,BSN,BOS05,1902-04-19,1902-10-04,72,63,145238
1902,AL,CHA,CHI09,1902-04-23,1902-09-25,72,59,317737
1902,NL,CHN,CHI08,1902-04-21,1902-09-28,72,66,269810
1902,NL,CIN,CIN06,1902-04-17,1902-09-28,70,69,261100
1902,AL,CLE,CAN01,1902-06-15,1902-06-15,1,0,0
1902,AL,CLE,CLE05,1902-05-06,1902-09-23,60,58,256095
1902,AL,CLE,COL03,1902-08-03,1902-08-03,1,0,0
1902,AL,CLE,DAY01,1902-06-08,1902-06-08,1,0,0
1902,AL,CLE,FOR03,1902-06-22,1902-08-31,2,0,0
1902,AL,DET,DET02,1902-05-01,1902-09-27,57,53,149089
1902,AL,DET,DET03,1902-05-04,1902-09-07,10,10,44734
1902,NL,NY1,NYC10,1902-04-17,1902-09-29,71,71,360250
1902,AL,PHA,PHI10,1902-05-02,1902-09-24,73,66,407469
1902,NL,PHI,PHI09,1902-04-18,1902-10-03,69,61,116102
1902,NL,PIT,PIT05,1902-04-22,1902-10-04,71,68,251300
1902,AL,SLA,STL06,1902-04-23,1902-09-28,73,63,320167
1902,NL,SLN,STL05,1902-04-17,1902-10-05,70,64,263678
1902,AL,WS1,WAS07,1902-04-23,1902-09-27,68,63,200656
1903,AL,BOS,BOS06,1903-04-20,1903-09-28,70,64,373297
1903,NL,BRO,NYC12,1903-04-21,1903-09-09,73,63,214953
1903,NL,BSN,BOS05,1903-04-20,1903-09-08,67,55,139493
1903,NL,BSN,WAR01,1903-09-06,1903-09-06,1,0,0
1903,AL,CHA,CHI09,1903-05-01,1903-09-06,70,65,299151
1903,NL,CHN,CHI08,1903-04-22,1903-09-27,73,69,379940
1903,NL,CIN,CIN06,1903-04-16,1903-09-27,76,66,376204
1903,AL,CLE,CAN01,1903-05-10,1903-06-21,2,2,11000
1903,AL,CLE,CLE05,1903-04-28,1903-09-12,71,65,325217
1903,AL,CLE,COL03,1903-05-17,1903-05-17,1,1,4822
1903,AL,DET,DET02,1903-04-22,1903-09-14,62,55,231878
1903,AL,DET,GRA01,1903-05-24,1903-05-24,1,1,6000
1903,AL,DET,TOL04,1903-06-28,1903-08-16,2,2,9500
1903,NL,NY1,NYC10,1903-04-17,1903-09-08,70,59,595485
1903,AL,NYA,NYC13,1903-04-30,1903-09-29,67,61,213918
1903,AL,PHA,PHI10,1903-04-22,1903-09-29,67,61,409897
1903,NL,PHI,PHI09,1903-04-17,1903-08-08,45,41,124945
1903,NL,PHI,PHI10,1903-08-20,1903-09-10,16,9,23995
1903,NL,PIT,PIT05,1903-04-21,1903-09-26,70,65,298083
1903,AL,SLA,STL06,1903-04-22,1903-09-13,70,59,327000
1903,NL,SLN,STL05,1903-04-16,1903-09-27,69,60,232386
1903,AL,WS1,WAS07,1903-04-22,1903-09-28,71,64,125241
1904,AL,BOS,BOS06,1904-04-18,1904-10-08,81,72,629247
1904,NL,BRO,NYC12,1904-04-14,1904-10-08,76,69,248233
1904,NL,BSN,BOS05,1904-04-21,1904-10-05,79,68,159571
1904,AL,CHA,CHI09,1904-04-14,1904-10-09,78,78,611136
1904,NL,CHN,CHI08,1904-04-21,1904-10-09,78,76,473600
1904,NL,CIN,CIN06,1904-04-14,1904-09-13,79,70,442629
1904,AL,CLE,CLE05,1904-04-22,1904-10-06,78,74,291877
1904,AL,DET,DET02,1904-04-22,1904-10-08,79,78,192856
1904,NL,NY1,NYC10,1904-04-21,1904-10-04,84,72,649977
1904,AL,NYA,NWK01,1904-07-17,1904-07-17,1,1,6700
1904,AL,NYA,NYC13,1904-04-14,1904-10-10,74,69,466931
1904,AL,PHA,PHI10,1904-04-21,1904-09-16,79,77,597392
1904,NL,PHI,PHI09,1904-04-14,1904-10-08,73,59,144309
1904,NL,PIT,PIT05,1904-04-21,1904-10-08,78,71,365341
1904,AL,SLA,STL06,1904-04-14,1904-10-05,78,78,405776
1904,NL,SLN,STL05,1904-04-15,1904-10-09,76,66,433680
1904,AL,WS1,WAS08,1904-04-14,1904-10-10,78,76,157932
1905,AL,BOS,BOS06,1905-04-21,1905-10-07,77,65,479306
1905,NL,BRO,NYC12,1905-04-14,1905-10-07,77,71,226874
1905,NL,BSN,BOS05,1905-04-18,1905-09-20,76,68,154959
1905,AL,CHA,CHI09,1905-04-14,1905-09-17,82,75,696192
1905,NL,CHN,CHI08,1905-04-19,1905-10-08,81,72,521400
1905,NL,CIN,CIN06,1905-04-14,1905-10-08,79,70,315347
1905,AL,CLE,CLE05,1905-04-15,1905-10-07,77,68,318959
1905,AL,DET,COL04,1905-07-23,1905-07-24,2,2,9272
1905,AL,DET,DET02,1905-04-19,1905-09-16,74,67,185412
1905,NL,NY1,NYC10,1905-04-14,1905-10-07,76,67,541000
1905,AL,NYA,NYC13,1905-04-22,1905-10-03,75,60,371000
1905,AL,PHA,PHI10,1905-04-14,1905-10-04,74,71,624639
1905,NL,PHI,PHI09,1905-04-22,1905-09-20,76,67,315937
1905,NL,PIT,PIT05,1905-04-19,1905-10-07,78,72,375209
1905,AL,SLA,STL06,1905-04-19,1905-10-08,79,70,362138
1905,NL,SLN,STL05,1905-04-14,1905-10-03,77,63,271650
1905,AL,WS1,WAS08,1905-04-14,1905-10-07,77,66,247175
1906,AL,BOS,BOS06,1906-04-17,1906-10-06,77,72,407458
1906,NL,BRO,NYC12,1906-04-12,1906-10-02,76,68,296350
1906,NL,BSN,BOS05,1906-04-20,1906-10-04,76,72,140686
1906,AL,CHA,CHI09,1906-04-20,1906-10-07,79,75,616749
1906,NL,CHN,CHI08,1906-04-17,1906-09-16,79,76,713700
1906,NL,CIN,CIN06,1906-04-12,1906-10-07,78,71,354341
1906,AL,CLE,CLE05,1906-04-30,1906-10-03,79,68,330633
1906,AL,DET,DET02,1906-04-17,1906-09-28,78,71,172360
1906,NL,NY1,NYC10,1906-04-20,1906-10-05,75,65,438950
1906,AL,NYA,NYC13,1906-04-14,1906-09-12,76,63,387750
1906,AL,PHA,PHI10,1906-04-18,1906-10-03,73,62,452414
1906,NL,PHI,PHI09,1906-04-12,1906-10-01,77,69,291195
1906,NL,PIT,PIT05,1906-04-17,1906-10-04,77,73,397800
1906,AL,SLA,STL06,1906-04-17,1906-10-07,76,63,336587
1906,NL,SLN,STL05,1906-04-12,1906-10-07,77,61,263155
1906,AL,WS1,WAS08,1906-04-14,1906-10-03,75,67,235291
1907,AL,BOS,BOS06,1907-04-16,1907-10-03,78,75,456120
1907,NL,BRO,NYC12,1907-04-16,1907-09-17,77,64,334276
1907,NL,BSN,BOS05,1907-04-12,1907-10-05,74,67,215710
1907,AL,CHA,CHI09,1907-04-18,1907-10-06,79,75,708776
1907,NL,CHN,CHI08,1907-04-11,1907-10-02,76,69,431900
1907,NL,CIN,CIN06,1907-04-11,1907-10-06,81,65,297165
1907,AL,CLE,CLE05,1907-04-18,1907-09-19,82,75,360010
1907,AL,DET,DET02,1907-04-11,1907-09-18,79,72,299721
1907,NL,NY1,NYC10,1907-04-11,1907-09-10,77,67,514500
1907,AL,NYA,NYC13,1907-04-16,1907-10-05,75,67,449500
1907,AL,PHA,PHI10,1907-04-11,1907-10-03,73,64,622826
1907,NL,PHI,PHI09,1907-04-16,1907-10-05,75,65,332685
1907,NL,PIT,PIT05,1907-04-17,1907-10-03,77,70,330859
1907,AL,SLA,STL06,1907-04-11,1907-10-06,76,61,396977
1907,NL,SLN,STL05,1907-04-19,1907-10-06,79,67,279701
1907,AL,WS1,WAS08,1907-04-11,1907-10-05,75,62,219224
1908,AL,BOS,BOS06,1908-04-14,1908-10-07,77,77,543686
1908,NL,BRO,NYC12,1908-04-14,1908-10-03,77,68,240300
1908,NL,BSN,BOS05,1908-04-22,1908-09-30,78,78,294435
1908,AL,CHA,CHI09,1908-04-14,1908-10-06,78,71,658310
1908,NL,CHN,CHI08,1908-04-22,1908-10-04,78,70,629317
1908,NL,CIN,CIN06,1908-04-14,1908-10-04,77,73,369250
1908,AL,CLE,CLE05,1908-04-14,1908-10-03,78,75,418206
1908,AL,DET,DET02,1908-04-17,1908-10-03,78,75,432838
1908,NL,NY1,NYC10,1908-04-22,1908-10-08,80,79,1031300
1908,AL,NYA,NYC13,1908-04-14,1908-10-03,77,76,341450
1908,AL,PHA,PHI10,1908-04-22,1908-10-03,78,72,440381
1908,NL,PHI,PHI09,1908-04-14,1908-10-07,78,67,427703
1908,NL,PIT,PIT05,1908-04-22,1908-09-30,77,72,420147
1908,AL,SLA,STL06,1908-04-24,1908-10-06,78,73,652797
1908,NL,SLN,STL05,1908-04-15,1908-10-03,77,66,305383
1908,AL,WS1,WAS08,1908-04-22,1908-10-08,78,69,256400
1909,AL,BOS,BOS06,1909-04-21,1909-10-02,75,66,705628
1909,NL,BRO,NYC12,1909-04-22,1909-10-07,79,64,299700
1909,NL,BSN,BOS05,1909-04-14,1909-09-14,76,71,233150
1909,AL,CHA,CHI09,1909-04-22,1909-10-03,81,73,490800
1909,NL,CHN,CHI08,1909-04-14,1909-10-04,77,68,613298
1909,NL,CIN,CIN06,1909-04-14,1909-10-05,80,66,395900
1909,AL,CLE,CLE05,1909-04-22,1909-09-06,77,70,353808
1909,AL,DET,DET02,1909-04-14,1909-10-02,78,76,498912
1909,NL,NY1,NYC10,1909-04-15,1909-10-04,77,62,732000
1909,AL,NYA,NYC13,1909-04-22,1909-10-01,77,62,505500
1909,AL,PHA,PHI11,1909-04-12,1909-10-02,76,64,675231
1909,NL,PHI,PHI09,1909-04-22,1909-10-07,77,64,299915
1909,NL,PIT,PIT05,1909-04-22,1909-06-29,25,25,160736
1909,NL,PIT,PIT06,1909-06-30,1909-09-30,54,48,406283
1909,AL,SLA,STL07,1909-04-14,1909-10-03,79,78,547600
1909,NL,SLN,STL05,1909-04-22,1909-10-06,76,64,373245
1909,AL,WS1,WAS08,1909-04-12,1909-10-01,77,62,209945
1910,AL,BOS,BOS06,1910-04-19,1910-09-13,80,71,714594
1910,NL,BRO,NYC12,1910-04-20,1910-10-12,80,64,310250
1910,NL,BSN,BOS05,1910-04-14,1910-10-08,78,61,180656
1910,AL,CHA,CHI09,1910-04-14,1910-06-27,28,28,241140
1910,AL,CHA,CHI10,1910-07-01,1910-10-09,51,45,424130
1910,NL,CHN,CHI08,1910-04-21,1910-10-15,77,71,763210
1910,NL,CIN,CIN06,1910-04-14,1910-10-09,77,73,431341
1910,AL,CLE,CLE06,1910-04-21,1910-09-29,80,71,306735
1910,AL,DET,DET02,1910-04-14,1910-10-05,78,75,392117
1910,NL,NY1,NYC10,1910-04-20,1910-10-11,79,68,585602
1910,AL,NYA,NYC13,1910-04-14,1910-10-08,77,76,749327
1910,AL,PHA,PHI11,1910-04-20,1910-10-06,78,72,644500
1910,NL,PHI,PHI09,1910-04-14,1910-09-29,78,70,352778
1910,NL,PIT,PIT06,1910-04-21,1910-10-08,76,71,436188
1910,AL,SLA,STL07,1910-04-21,1910-10-09,79,65,292600
1910,NL,SLN,STL05,1910-04-14,1910-10-04,76,71,493000
1910,AL,WS1,WAS08,1910-04-14,1910-10-06,77,77,345017
1911,AL,BOS,BOS06,1911-04-21,1911-10-07,76,68,597928
1911,NL,BRO,NYC12,1911-04-21,1911-10-10,74,66,322100
1911,NL,BSN,BOS05,1911-04-12,1911-09-14,75,0,0
1911,AL,CHA,CHI10,1911-04-20,1911-10-08,78,70,697450
1911,NL,CHN,CHI08,1911-04-12,1911-10-09,84,77,760950
1911,NL,CIN,CIN06,1911-04-12,1911-10-12,82,73,350200
1911,AL,CLE,CLE06,1911-04-20,1911-10-04,77,69,391730
1911,AL,DET,DET02,1911-04-13,1911-09-10,76,74,480680
1911,NL,NY1,NYC10,1911-04-12,1911-04-13,2,2,35000
1911,NL,NY1,NYC13,1911-04-15,1911-05-30,28,27,270500
1911,NL,NY1,NYC14,1911-06-28,1911-10-12,45,38,471500
1911,AL,NYA,NYC13,1911-04-21,1911-10-04,77,70,420500
1911,AL,PHA,PHI11,1911-04-12,1911-10-06,75,65,655100
1911,NL,PHI,PHI09,1911-04-21,1911-10-09,76,69,579900
1911,NL,PIT,PIT06,1911-04-20,1911-10-02,78,72,479227
1911,AL,SLA,STL07,1911-04-12,1911-10-08,78,70,286400
1911,NL,SLN,STL05,1911-04-20,1911-10-05,79,67,485100
1911,AL,WS1,WAS09,1911-04-12,1911-10-04,77,68,282915
1912,AL,BOS,BOS07,1912-04-20,1912-09-26,78,69,708050
1912,NL,BRO,NYC12,1912-04-11,1912-10-05,76,69,229792
1912,NL,BSN,BOS05,1912-04-11,1912-10-05,79,70,229164
1912,AL,CHA,CHI10,1912-04-11,1912-09-29,78,73,724500
1912,NL,CHN,CHI08,1912-04-20,1912-10-06,78,71,617530
1912,NL,CIN,CIN07,1912-04-11,1912-10-06,77,69,406800
1912,AL,CLE,CLE06,1912-04-11,1912-09-29,77,67,340287
1912,AL,DET,DET04,1912-04-20,1912-10-06,76,74,411013
1912,NL,NY1,NYC14,1912-04-19,1912-10-02,76,68,743500
1912,AL,NYA,NYC13,1912-04-11,1912-10-05,73,64,321816
1912,AL,NYA,NYC14,1912-05-30,1912-09-02,3,2,26000
1912,AL,PHA,PHI11,1912-04-11,1912-10-05,77,63,599200
1912,NL,PHI,PHI09,1912-04-19,1912-09-21,75,61,382409
1912,NL,PIT,PIT06,1912-04-18,1912-09-28,75,65,513700
1912,AL,SLA,STL07,1912-04-18,1912-10-06,79,64,279362
1912,NL,SLN,STL05,1912-04-11,1912-10-01,77,73,305610
1912,AL,WS1,WAS09,1912-04-19,1912-10-01,78,68,376443
1913,AL,BOS,BOS07,1913-04-10,1913-09-27,75,66,490600
1913,NL,BRO,NYC15,1913-04-09,1913-09-27,77,71,490600
1913,NL,BSN,BOS05,1913-04-17,1913-10-03,73,57,292400
1913,NL,BSN,BOS07,1913-04-19,1913-05-30,4,4,45570
1913,AL,CHA,CHI10,1913-04-17,1913-09-28,77,72,755200
1913,NL,CHN,CHI08,1913-04-12,1913-10-05,76,70,539000
1913,NL,CIN,CIN07,1913-04-12,1913-09-28,78,67,390200
1913,AL,CLE,CLE06,1913-04-11,1913-10-05,80,72,594973
1913,AL,DET,DET04,1913-04-17,1913-10-05,76,67,400370
1913,NL,NY1,NYC14,1913-04-10,1913-10-04,81,67,851900
1913,AL,NYA,NYC14,1913-04-17,1913-09-30,75,68,344800
1913,AL,PHA,PHI11,1913-04-17,1913-10-04,76,71,592500
1913,NL,PHI,PHI09,1913-04-10,1913-09-30,78,65,456000
1913,NL,PIT,PIT06,1913-04-17,1913-09-26,79,71,491700
1913,AL,SLA,STL07,1913-04-10,1913-09-07,77,77,390700
1913,NL,SLN,STL05,1913-04-17,1913-10-05,74,68,289450
1913,AL,WS1,WAS09,1913-04-10,1913-10-04,78,68,370514
1914,FL,BLF,BAL10,1914-04-13,1914-10-10,83,20,123692
1914,AL,BOS,BOS07,1914-04-14,1914-10-07,79,24,216602
1914,FL,BRF,NYC19,1914-05-11,1914-10-03,80,33,74000
1914,NL,BRO,NYC15,1914-04-14,1914-10-06,79,57,314300
1914,NL,BSN,BOS05,1914-04-23,1914-08-11,50,37,195917
1914,NL,BSN,BOS07,1914-08-01,1914-09-29,29,19,240562
1914,FL,BUF,BUF04,1914-05-11,1914-10-07,79,63,178671
1914,AL,CHA,CHI10,1914-04-14,1914-10-04,81,32,313400
1914,FL,CHF,CHI11,1914-04-23,1914-10-08,77,19,135400
1914,NL,CHN,CHI08,1914-04-22,1914-09-14,76,68,386550
1914,NL,CIN,CIN07,1914-04-14,1914-10-05,77,24,165800
1914,AL,CLE,CLE06,1914-04-22,1914-09-30,79,66,228866
1914,AL,DET,DET04,1914-04-14,1914-10-04,78,62,376157
1914,FL,IND,IND07,1914-04-23,1914-10-08,80,22,90475
1914,FL,KCF,KAN04,1914-04-16,1914-09-06,74,25,48177
1914,NL,NY1,NYC14,1914-04-23,1914-10-06,80,68,638300
1914,AL,NYA,NYC14,1914-04-14,1914-09-15,78,68,479500
1914,AL,PHA,PHI11,1914-04-23,1914-10-07,78,60,375800
1914,NL,PHI,PHI09,1914-04-14,1914-10-01,78,29,138500
1914,NL,PIT,PIT06,1914-04-23,1914-10-03,77,12,82500
1914,FL,PTF,PIT05,1914-04-14,1914-10-10,75,44,130550
1914,AL,SLA,STL07,1914-04-22,1914-10-01,81,64,337200
1914,FL,SLF,STL08,1914-04-16,1914-09-04,76,14,33567
1914,NL,SLN,STL05,1914-04-14,1914-10-05,79,17,124700
1914,AL,WS1,WAS09,1914-04-23,1914-10-01,77,60,256159
1915,FL,BLF,BAL10,1915-04-10,1915-10-02,75,18,65591
1915,AL,BOS,BOS07,1915-04-22,1915-09-27,76,52,500679
1915,FL,BRF,NYC19,1915-04-10,1915-09-30,74,13,27641
1915,NL,BRO,NYC15,1915-04-22,1915-09-28,78,9,83800
1915,NL,BSN,BOS07,1915-04-14,1915-07-26,52,26,131173
1915,NL,BSN,BOS08,1915-08-18,1915-10-07,26,15,149458
1915,FL,BUF,BUF04,1915-04-17,1915-09-08,77,12,45816
1915,AL,CHA,CHI10,1915-04-22,1915-10-03,79,46,494400
1915,FL,CHF,CHI11,1915-04-10,1915-10-03,78,10,99212
1915,NL,CHN,CHI08,1915-04-14,1915-10-03,77,65,382050
1915,NL,CIN,CIN07,1915-04-14,1915-10-03,79,51,232800
1915,AL,CLE,CLE06,1915-04-22,1915-09-29,77,57,186449
1915,AL,DET,DET04,1915-04-14,1915-10-03,77,62,436165
1915,FL,KCF,KAN04,1915-04-10,1915-09-28,77,7,47650
1915,FL,NEW,HAR01,1915-04-16,1915-10-03,79,14,132532
1915,NL,NY1,NYC14,1915-04-14,1915-09-30,76,13,115800
1915,AL,NYA,NYC14,1915-04-22,1915-10-07,82,22,153474
1915,AL,PHA,PHI11,1915-04-14,1915-09-27,74,10,26600
1915,NL,PHI,PHI09,1915-04-22,1915-10-06,76,52,473500
1915,NL,PIT,PIT06,1915-04-22,1915-09-25,79,15,85000
1915,FL,PTF,PIT05,1915-04-17,1915-10-02,77,1,6000
1915,AL,SLA,STL07,1915-04-14,1915-09-05,76,62,235150
1915,FL,SLF,STL08,1915-04-17,1915-10-03,82,5,18700
1915,NL,SLN,STL05,1915-04-22,1915-10-02,81,51,260000
1915,AL,WS1,WAS09,1915-04-14,1915-10-06,80,44,151176
1916,AL,BOS,BOS07,1916-04-12,1916-10-02,76,64,534320
1916,AL,BOS,BOS08,1916-10-03,1916-10-03,2,1,4800
1916,NL,BRO,NYC15,1916-04-12,1916-10-05,78,62,549000
1916,NL,BSN,BOS08,1916-04-20,1916-09-27,78,60,441571
1916,AL,CHA,CHI10,1916-04-12,1916-09-25,77,72,804042
1916,NL,CHN,CHI11,1916-04-20,1916-10-01,79,70,536100
1916,NL,CIN,CIN07,1916-04-12,1916-10-01,76,71,296900
1916,AL,CLE,CLE06,1916-04-12,1916-10-01,78,76,621678
1916,AL,DET,DET04,1916-04-20,1916-09-25,77,75,630488
1916,NL,NY1,NYC14,1916-04-20,1916-09-30,78,62,732000
1916,AL,NYA,NYC14,1916-04-12,1916-10-04,79,66,681200
1916,AL,PHA,PHI11,1916-04-20,1916-09-30,76,64,234850
1916,NL,PHI,PHI09,1916-04-12,1916-10-05,79,65,551300
1916,NL,PIT,PIT06,1916-04-20,1916-09-30,78,64,356300
1916,AL,SLA,STL07,1916-04-21,1916-10-01,79,66,494200
1916,NL,SLN,STL05,1916-04-12,1916-09-10,76,68,284330
1916,AL,WS1,WAS09,1916-04-20,1916-09-12,81,72,300213
1917,AL,BOS,BOS07,1917-04-21,1917-10-04,80,65,473633
1917,NL,BRO,NYC15,1917-04-11,1917-10-04,78,62,296950
1917,NL,BSN,BOS08,1917-04-12,1917-09-15,77,63,270490
1917,AL,CHA,CHI10,1917-04-19,1917-09-16,79,70,796500
1917,NL,CHN,CHI11,1917-04-11,1917-09-30,77,72,433585
1917,NL,CIN,CIN07,1917-04-11,1917-09-30,80,69,311638
1917,AL,CLE,CLE06,1917-04-19,1917-09-30,78,72,512056
1917,AL,DET,DET04,1917-04-11,1917-09-16,76,67,409990
1917,NL,NY1,NYC14,1917-04-20,1917-09-12,80,64,700000
1917,AL,NYA,NYC14,1917-04-11,1917-10-03,75,62,453600
