yearID,lgID,teamID,franchID,divID,Rank,Ghome,DivWin,WCWin,LgWin,WSWin,name,park,attendance,BPF,PPF,teamIDBR,teamIDlahman45,teamIDretro
1929,AL,PHA,OAK,,1,74,,,Y,Y,Philadelphia Athletics,Shibe Park,839176,104,100,PHA,PHA,PHA
1929,NL,PHI,PHI,,5,76,,,N,N,Philadelphia Phillies,Baker Bowl,281200,106,110,PHI,PHI,PHI
1929,NL,PIT,PIT,,2,76,,,N,N,Pittsburgh Pirates,Forbes Field,491377,103,102,PIT,PIT,PIT
1929,AL,SLA,BAL,,4,77,,,N,N,St. Louis Browns,Sportsman's Park IV,280697,104,104,SLB,SLA,SLA
1929,NL,SLN,STL,,4,77,,,N,N,St. Louis Cardinals,Sportsman's Park IV,399887,103,101,STL,SLN,SLN
1929,AL,WS1,MIN,,5,78,,,N,N,Washington Senators,Griffith Stadium I,355506,101,100,WSH,WS1,WS1
1930,AL,BOS,BOS,,8,76,,,N,N,Boston Red Sox,Fenway Park I,444045,96,99,BOS,BOS,BOS
1930,NL,BRO,LAD,,4,77,,,N,N,Brooklyn Robins,Ebbets Field,1097329,99,99,BRO,BRO,BRO
1930,NL,BSN,ATL,,6,77,,,N,N,Boston Braves,Braves Field,464835,97,99,BSN,BSN,BSN
1930,AL,CHA,CHW,,7,78,,,N,N,Chicago White Sox,Comiskey Park,406123,96,99,CHW,CHA,CHA
1930,NL,CHN,CHC,,2,79,,,N,N,Chicago Cubs,Wrigley Field,1463624,101,98,CHC,CHN,CHN
1930,NL,CIN,CIN,,7,77,,,N,N,Cincinnati Reds,Crosley Field,386727,94,97,CIN,CIN,CIN
1930,AL,CLE,CLE,,4,77,,,N,N,Cleveland Indians,League Park II,528657,103,103,CLE,CLE,CLE
1930,AL,DET,DET,,5,78,,,N,N,Detroit Tigers,Navin Field,649450,102,104,DET,DET,DET
1930,NL,NY1,SFG,,3,77,,,N,N,New York Giants,Polo Grounds IV,868714,98,95,NYG,NY1,NY1
1930,AL,NYA,NYY,,3,76,,,N,N,New York Yankees,Yankee Stadium I,1169230,96,93,NYY,NYA,NYA
1930,AL,PHA,OAK,,1,76,,,Y,Y,Philadelphia Athletics,Shibe Park,721663,105,101,PHA,PHA,PHA
1930,NL,PHI,PHI,,8,77,,,N,N,Philadelphia Phillies,Baker Bowl,299007,107,110,PHI,PHI,PHI
1930,NL,PIT,PIT,,5,77,,,N,N,Pittsburgh Pirates,Forbes Field,357795,100,100,PIT,PIT,PIT
1930,AL,SLA,BAL,,6,78,,,N,N,St. Louis Browns,Sportsman's Park IV,152088,103,104,SLB,SLA,SLA
1930,NL,SLN,STL,,1,77,,,Y,N,St. Louis Cardinals,Sportsman's Park IV,508501,104,102,STL,SLN,SLN
1930,AL,WS1,MIN,,2,77,,,N,N,Washington Senators,Griffith Stadium I,614474,101,99,WSH,WS1,WS1
1931,AL,BOS,BOS,,6,80,,,N,N,Boston Red Sox,Fenway Park I,350975,94,98,BOS,BOS,BOS
1931,NL,BRO,LAD,,4,76,,,N,N,Brooklyn Robins,Ebbets Field,753133,100,99,BRO,BRO,BRO
1931,NL,BSN,ATL,,7,78,,,N,N,Boston Braves,Braves Field,515005,97,99,BSN,BSN,BSN
1931,AL,CHA,CHW,,8,77,,,N,N,Chicago White Sox,Comiskey Park,403550,94,97,CHW,CHA,CHA
1931,NL,CHN,CHC,,3,77,,,N,N,Chicago Cubs,Wrigley Field,1086422,102,100,CHC,CHN,CHN
1931,NL,CIN,CIN,,8,77,,,N,N,Cincinnati Reds,Crosley Field,263316,93,96,CIN,CIN,CIN
1931,AL,CLE,CLE,,4,76,,,N,N,Cleveland Indians,League Park II,483027,105,105,CLE,CLE,CLE
1931,AL,DET,DET,,7,77,,,N,N,Detroit Tigers,Navin Field,434056,103,104,DET,DET,DET
1931,NL,NY1,SFG,,2,78,,,N,N,New York Giants,Polo Grounds IV,812163,97,95,NYG,NY1,NY1
1931,AL,NYA,NYY,,2,77,,,N,N,New York Yankees,Yankee Stadium I,912437,95,91,NYY,NYA,NYA
1931,AL,PHA,OAK,,1,75,,,Y,N,Philadelphia Athletics,Shibe Park,627464,106,103,PHA,PHA,PHA
1931,NL,PHI,PHI,,6,76,,,N,N,Philadelphia Phillies,Baker Bowl,284849,108,110,PHI,PHI,PHI
1931,NL,PIT,PIT,,5,78,,,N,N,Pittsburgh Pirates,Forbes Field,260392,98,99,PIT,PIT,PIT
1931,AL,SLA,BAL,,5,77,,,N,N,St. Louis Browns,Sportsman's Park IV,179126,103,105,SLB,SLA,SLA
1931,NL,SLN,STL,,1,78,,,Y,Y,St. Louis Cardinals,Sportsman's Park IV,608535,105,103,STL,SLN,SLN
1931,AL,WS1,MIN,,3,79,,,N,N,Washington Senators,Griffith Stadium I,492657,101,98,WSH,WS1,WS1
1932,AL,BOS,BOS,,8,77,,,N,N,Boston Red Sox,Fenway Park I,182150,95,99,BOS,BOS,BOS
1932,NL,BRO,LAD,,3,78,,,N,N,Brooklyn Dodgers,Ebbets Field,681827,98,98,BRO,BRO,BRO
1932,NL,BSN,ATL,,5,77,,,N,N,Boston Braves,Braves Field,507606,96,97,BSN,BSN,BSN
1932,AL,CHA,CHW,,7,77,,,N,N,Chicago White Sox,Comiskey Park,233198,93,96,CHW,CHA,CHA
1932,NL,CHN,CHC,,1,77,,,Y,N,Chicago Cubs,Wrigley Field,974688,100,98,CHC,CHN,CHN
1932,NL,CIN,CIN,,8,77,,,N,N,Cincinnati Reds,Crosley Field,356950,96,99,CIN,CIN,CIN
1932,AL,CLE,CLE,,4,77,,,N,N,Cleveland Indians,League Park II/Cleveland Stadium,468953,109,107,CLE,CLE,CLE
1932,AL,DET,DET,,5,78,,,N,N,Detroit Tigers,Navin Field,397157,104,105,DET,DET,DET
1932,NL,NY1,SFG,,6,77,,,N,N,New York Giants,Polo Grounds IV,484868,98,96,NYG,NY1,NY1
1932,AL,NYA,NYY,,1,77,,,Y,Y,New York Yankees,Yankee Stadium I,962320,96,92,NYY,NYA,NYA
1932,AL,PHA,OAK,,2,77,,,N,N,Philadelphia Athletics,Shibe Park,405500,104,101,PHA,PHA,PHA
1932,NL,PHI,PHI,,4,77,,,N,N,Philadelphia Phillies,Baker Bowl,268914,112,114,PHI,PHI,PHI
1932,NL,PIT,PIT,,2,76,,,N,N,Pittsburgh Pirates,Forbes Field,287262,97,97,PIT,PIT,PIT
1932,AL,SLA,BAL,,6,75,,,N,N,St. Louis Browns,Sportsman's Park IV,112558,105,108,SLB,SLA,SLA
1932,NL,SLN,STL,,6,79,,,N,N,St. Louis Cardinals,Sportsman's Park IV,279219,104,102,STL,SLN,SLN
1932,AL,WS1,MIN,,3,77,,,N,N,Washington Senators,Griffith Stadium I,371396,99,96,WSH,WS1,WS1
1933,AL,BOS,BOS,,7,72,,,N,N,Boston Red Sox,Fenway Park I,268715,103,103,BOS,BOS,BOS
1933,NL,BRO,LAD,,6,80,,,N,N,Brooklyn Dodgers,Ebbets Field,526815,96,96,BRO,BRO,BRO
1933,NL,BSN,ATL,,4,77,,,N,N,Boston Braves,Braves Field,517803,92,92,BSN,BSN,BSN
1933,AL,CHA,CHW,,6,77,,,N,N,Chicago White Sox,Comiskey Park,397789,95,98,CHW,CHA,CHA
1933,NL,CHN,CHC,,3,79,,,N,N,Chicago Cubs,Wrigley Field,594112,100,99,CHC,CHN,CHN
1933,NL,CIN,CIN,,8,79,,,N,N,Cincinnati Reds,Crosley Field,218281,97,101,CIN,CIN,CIN
1933,AL,CLE,CLE,,4,77,,,N,N,Cleveland Indians,League Park II/Cleveland Stadium,387936,106,106,CLE,CLE,CLE
1933,AL,DET,DET,,5,78,,,N,N,Detroit Tigers,Navin Field,320972,102,101,DET,DET,DET
1933,NL,NY1,SFG,,1,77,,,Y,Y,New York Giants,Polo Grounds IV,604471,99,97,NYG,NY1,NY1
1933,AL,NYA,NYY,,2,75,,,N,N,New York Yankees,Yankee Stadium I,728014,95,91,NYY,NYA,NYA
1933,AL,PHA,OAK,,3,76,,,N,N,Philadelphia Athletics,Shibe Park,297138,101,100,PHA,PHA,PHA
1933,NL,PHI,PHI,,7,72,,,N,N,Philadelphia Phillies,Baker Bowl,156421,112,114,PHI,PHI,PHI
1933,NL,PIT,PIT,,2,77,,,N,N,Pittsburgh Pirates,Forbes Field,288747,100,99,PIT,PIT,PIT
1933,AL,SLA,BAL,,8,77,,,N,N,St. Louis Browns,Sportsman's Park IV,88113,106,108,SLB,SLA,SLA
1933,NL,SLN,STL,,5,77,,,N,N,St. Louis Cardinals,Sportsman's Park IV,256171,106,105,STL,SLN,SLN
1933,AL,WS1,MIN,,1,76,,,Y,N,Washington Senators,Griffith Stadium I,437533,99,98,WSH,WS1,WS1
1934,AL,BOS,BOS,,4,77,,,N,N,Boston Red Sox,Fenway Park II,610640,105,105,BOS,BOS,BOS
1934,NL,BRO,LAD,,6,77,,,N,N,Brooklyn Dodgers,Ebbets Field,434188,95,96,BRO,BRO,BRO
1934,NL,BSN,ATL,,4,75,,,N,N,Boston Braves,Braves Field,303205,92,94,BSN,BSN,BSN
1934,AL,CHA,CHW,,8,75,,,N,N,Chicago White Sox,Comiskey Park,236559,103,105,CHW,CHA,CHA
1934,NL,CHN,CHC,,3,77,,,N,N,Chicago Cubs,Wrigley Field,707525,99,96,CHC,CHN,CHN
1934,NL,CIN,CIN,,8,78,,,N,N,Cincinnati Reds,Crosley Field,206773,96,100,CIN,CIN,CIN
1934,AL,CLE,CLE,,3,78,,,N,N,Cleveland Indians,League Park II/Cleveland Stadium,391338,101,100,CLE,CLE,CLE
1934,AL,DET,DET,,1,80,,,Y,N,Detroit Tigers,Navin Field,919161,100,98,DET,DET,DET
1934,NL,NY1,SFG,,2,75,,,N,N,New York Giants,Polo Grounds IV,730851,98,96,NYG,NY1,NY1
1934,AL,NYA,NYY,,2,77,,,N,N,New York Yankees,Yankee Stadium I,854682,94,91,NYY,NYA,NYA
1934,AL,PHA,OAK,,5,76,,,N,N,Philadelphia Athletics,Shibe Park,305847,96,98,PHA,PHA,PHA
1934,NL,PHI,PHI,,7,71,,,N,N,Philadelphia Phillies,Baker Bowl,169885,113,116,PHI,PHI,PHI
1934,NL,PIT,PIT,,5,78,,,N,N,Pittsburgh Pirates,Forbes Field,322622,103,102,PIT,PIT,PIT
1934,AL,SLA,BAL,,6,76,,,N,N,St. Louis Browns,Sportsman's Park IV,115305,107,110,SLB,SLA,SLA
1934,NL,SLN,STL,,1,77,,,Y,Y,St. Louis Cardinals,Sportsman's Park IV,325056,107,104,STL,SLN,SLN
1934,AL,WS1,MIN,,7,76,,,N,N,Washington Senators,Griffith Stadium I,330074,96,96,WSH,WS1,WS1
1935,AL,BOS,BOS,,4,79,,,N,N,Boston Red Sox,Fenway Park II,558568,107,106,BOS,BOS,BOS
1935,NL,BRO,LAD,,5,77,,,N,N,Brooklyn Dodgers,Ebbets Field,470517,98,99,BRO,BRO,BRO
1935,NL,BSN,ATL,,8,75,,,N,N,Boston Braves,Braves Field,232754,92,94,BSN,BSN,BSN
1935,AL,CHA,CHW,,5,77,,,N,N,Chicago White Sox,Comiskey Park,470281,102,103,CHW,CHA,CHA
1935,NL,CHN,CHC,,1,77,,,Y,N,Chicago Cubs,Wrigley Field,692604,101,98,CHC,CHN,CHN
1935,NL,CIN,CIN,,6,76,,,N,N,Cincinnati Reds,Crosley Field,448247,96,98,CIN,CIN,CIN
1935,AL,CLE,CLE,,3,77,,,N,N,Cleveland Indians,League Park II/Cleveland Stadium,397615,102,102,CLE,CLE,CLE
1935,AL,DET,DET,,1,79,,,Y,Y,Detroit Tigers,Navin Field,1034929,96,93,DET,DET,DET
1935,NL,NY1,SFG,,3,79,,,N,N,New York Giants,Polo Grounds IV,748748,99,96,NYG,NY1,NY1
1935,AL,NYA,NYY,,2,74,,,N,N,New York Yankees,Yankee Stadium I,657508,95,91,NYY,NYA,NYA
1935,AL,PHA,OAK,,8,72,,,N,N,Philadelphia Athletics,Shibe Park,233173,99,102,PHA,PHA,PHA
1935,NL,PHI,PHI,,7,79,,,N,N,Philadelphia Phillies,Baker Bowl,205470,110,113,PHI,PHI,PHI
1935,NL,PIT,PIT,,4,77,,,N,N,Pittsburgh Pirates,Forbes Field,352885,103,102,PIT,PIT,PIT
1935,AL,SLA,BAL,,7,76,,,N,N,St. Louis Browns,Sportsman's Park IV,80922,104,107,SLB,SLA,SLA
1935,NL,SLN,STL,,2,77,,,N,N,St. Louis Cardinals,Sportsman's Park IV,506084,104,102,STL,SLN,SLN
1935,AL,WS1,MIN,,6,77,,,N,N,Washington Senators,Griffith Stadium I,255011,97,98,WSH,WS1,WS1
1936,AL,BOS,BOS,,6,77,,,N,N,Boston Red Sox,Fenway Park II,626895,106,106,BOS,BOS,BOS
1936,NL,BRO,LAD,,7,79,,,N,N,Brooklyn Dodgers,Ebbets Field,489618,101,103,BRO,BRO,BRO
1936,NL,BSN,ATL,,6,79,,,N,N,Boston Bees,Braves Field,340585,93,95,BSN,BSN,BSN
1936,AL,CHA,CHW,,4,75,,,N,N,Chicago White Sox,Comiskey Park,440810,104,103,CHW,CHA,CHA
1936,NL,CHN,CHC,,2,77,,,N,N,Chicago Cubs,Wrigley Field,699370,103,99,CHC,CHN,CHN
1936,NL,CIN,CIN,,5,76,,,N,N,Cincinnati Reds,Crosley Field,466345,93,95,CIN,CIN,CIN
1936,AL,CLE,CLE,,5,81,,,N,N,Cleveland Indians,League Park II/Cleveland Stadium,500391,103,102,CLE,CLE,CLE
1936,AL,DET,DET,,2,77,,,N,N,Detroit Tigers,Navin Field,875948,100,98,DET,DET,DET
1936,NL,NY1,SFG,,1,78,,,Y,N,New York Giants,Polo Grounds IV,837952,100,97,NYG,NY1,NY1
1936,AL,NYA,NYY,,1,77,,,Y,Y,New York Yankees,Yankee Stadium I,976913,97,93,NYY,NYA,NYA
1936,AL,PHA,OAK,,8,77,,,N,N,Philadelphia Athletics,Shibe Park,285173,97,101,PHA,PHA,PHA
1936,NL,PHI,PHI,,8,78,,,N,N,Philadelphia Phillies,Baker Bowl,249219,111,114,PHI,PHI,PHI
1936,NL,PIT,PIT,,4,76,,,N,N,Pittsburgh Pirates,Forbes Field,372524,102,101,PIT,PIT,PIT
1936,AL,SLA,BAL,,7,77,,,N,N,St. Louis Browns,Sportsman's Park IV,93267,102,106,SLB,SLA,SLA
1936,NL,SLN,STL,,2,77,,,N,N,St. Louis Cardinals,Sportsman's Park IV,448078,99,98,STL,SLN,SLN
1936,AL,WS1,MIN,,3,77,,,N,N,Washington Senators,Griffith Stadium I,379525,94,95,WSH,WS1,WS1
1937,AL,BOS,BOS,,5,74,,,N,N,Boston Red Sox,Fenway Park II,559659,104,103,BOS,BOS,BOS
1937,NL,BRO,LAD,,6,76,,,N,N,Brooklyn Dodgers,Ebbets Field,482481,102,104,BRO,BRO,BRO
1937,NL,BSN,ATL,,5,76,,,N,N,Boston Bees,Braves Field,385339,91,91,BSN,BSN,BSN
1937,AL,CHA,CHW,,3,77,,,N,N,Chicago White Sox,Comiskey Park,589245,100,100,CHW,CHA,CHA
1937,NL,CHN,CHC,,2,78,,,N,N,Chicago Cubs,Wrigley Field,895020,104,102,CHC,CHN,CHN
1937,NL,CIN,CIN,,8,80,,,N,N,Cincinnati Reds,Crosley Field,411221,95,95,CIN,CIN,CIN
1937,AL,CLE,CLE,,4,78,,,N,N,Cleveland Indians,League Park II/Cleveland Stadium,564849,98,97,CLE,CLE,CLE
1937,AL,DET,DET,,2,77,,,N,N,Detroit Tigers,Navin Field,1072276,102,101,DET,DET,DET
1937,NL,NY1,SFG,,1,75,,,Y,N,New York Giants,Polo Grounds IV,926887,102,100,NYG,NY1,NY1
1937,AL,NYA,NYY,,1,79,,,Y,Y,New York Yankees,Yankee Stadium I,998148,102,97,NYY,NYA,NYA
1937,AL,PHA,OAK,,7,79,,,N,N,Philadelphia Athletics,Shibe Park,430738,98,101,PHA,PHA,PHA
1937,NL,PHI,PHI,,7,74,,,N,N,Philadelphia Phillies,Baker Bowl,212790,109,112,PHI,PHI,PHI
1937,NL,PIT,PIT,,3,78,,,N,N,Pittsburgh Pirates,Forbes Field,459679,100,98,PIT,PIT,PIT
1937,AL,SLA,BAL,,8,78,,,N,N,St. Louis Browns,Sportsman's Park IV,123121,100,104,SLB,SLA,SLA
1937,NL,SLN,STL,,4,80,,,N,N,St. Louis Cardinals,Sportsman's Park IV,430811,102,101,STL,SLN,SLN
1937,AL,WS1,MIN,,6,80,,,N,N,Washington Senators,Griffith Stadium I,397799,95,96,WSH,WS1,WS1
1938,AL,BOS,BOS,,2,75,,,N,N,Boston Red Sox,Fenway Park II,646459,105,103,BOS,BOS,BOS
1938,NL,BRO,LAD,,7,74,,,N,N,Brooklyn Dodgers,Ebbets Field,663087,103,104,BRO,BRO,BRO
1938,NL,BSN,ATL,,5,75,,,N,N,Boston Bees,Braves Field,341149,89,90,BSN,BSN,BSN
1938,AL,CHA,CHW,,6,73,,,N,N,Chicago White Sox,Comiskey Park,338278,103,103,CHW,CHA,CHA
1938,NL,CHN,CHC,,1,77,,,Y,N,Chicago Cubs,Wrigley Field,951640,103,101,CHC,CHN,CHN
1938,NL,CIN,CIN,,4,77,,,N,N,Cincinnati Reds,Crosley Field,706756,98,97,CIN,CIN,CIN
1938,AL,CLE,CLE,,3,76,,,N,N,Cleveland Indians,League Park II/Cleveland Stadium,652006,98,97,CLE,CLE,CLE
1938,AL,DET,DET,,4,79,,,N,N,Detroit Tigers,Briggs Stadium,799557,107,106,DET,DET,DET
1938,NL,NY1,SFG,,3,73,,,N,N,New York Giants,Polo Grounds IV,799633,101,100,NYG,NY1,NY1
1938,AL,NYA,NYY,,1,79,,,Y,Y,New York Yankees,Yankee Stadium I,970916,100,95,NYY,NYA,NYA
1938,AL,PHA,OAK,,8,76,,,N,N,Philadelphia Athletics,Shibe Park,385357,96,100,PHA,PHA,PHA
1938,NL,PHI,PHI,,8,75,,,N,N,Philadelphia Phillies,Baker Bowl/Shibe Park,166111,99,105,PHI,PHI,PHI
1938,NL,PIT,PIT,,2,78,,,N,N,Pittsburgh Pirates,Forbes Field,641033,100,100,PIT,PIT,PIT
1938,AL,SLA,BAL,,7,77,,,N,N,St. Louis Browns,Sportsman's Park IV,130417,99,104,SLB,SLA,SLA
1938,NL,SLN,STL,,6,81,,,N,N,St. Louis Cardinals,Sportsman's Park IV,291418,105,104,STL,SLN,SLN
1938,AL,WS1,MIN,,5,78,,,N,N,Washington Senators,Griffith Stadium I,522694,93,94,WSH,WS1,WS1
1939,AL,BOS,BOS,,2,75,,,N,N,Boston Red Sox,Fenway Park II,573070,104,102,BOS,BOS,BOS
1939,NL,BRO,LAD,,3,78,,,N,N,Brooklyn Dodgers,Ebbets Field,955668,105,104,BRO,BRO,BRO
1939,NL,BSN,ATL,,7,73,,,N,N,Boston Bees,Braves Field,285994,92,94,BSN,BSN,BSN
1939,AL,CHA,CHW,,4,77,,,N,N,Chicago White Sox,Comiskey Park,594104,103,103,CHW,CHA,CHA
1939,NL,CHN,CHC,,4,80,,,N,N,Chicago Cubs,Wrigley Field,726663,102,100,CHC,CHN,CHN
1939,NL,CIN,CIN,,1,81,,,Y,N,Cincinnati Reds,Crosley Field,981443,102,99,CIN,CIN,CIN
1939,AL,CLE,CLE,,3,77,,,N,N,Cleveland Indians,League Park II/Cleveland Stadium,563926,97,96,CLE,CLE,CLE
1939,AL,DET,DET,,5,78,,,N,N,Detroit Tigers,Briggs Stadium,836279,107,106,DET,DET,DET
1939,NL,NY1,SFG,,5,74,,,N,N,New York Giants,Polo Grounds IV,702457,101,101,NYG,NY1,NY1
1939,AL,NYA,NYY,,1,77,,,Y,Y,New York Yankees,Yankee Stadium I,859785,99,95,NYY,NYA,NYA
1939,AL,PHA,OAK,,7,76,,,N,N,Philadelphia Athletics,Shibe Park,395022,97,101,PHA,PHA,PHA
1939,NL,PHI,PHI,,8,74,,,N,N,Philadelphia Phillies,Shibe Park,277973,94,100,PHI,PHI,PHI
1939,NL,PIT,PIT,,6,77,,,N,N,Pittsburgh Pirates,Forbes Field,376734,98,98,PIT,PIT,PIT
1939,AL,SLA,BAL,,8,78,,,N,N,St. Louis Browns,Sportsman's Park IV,109159,102,105,SLB,SLA,SLA
1939,NL,SLN,STL,,2,79,,,N,N,St. Louis Cardinals,Sportsman's Park IV,400245,106,105,STL,SLN,SLN
1939,AL,WS1,MIN,,6,77,,,N,N,Washington Senators,Griffith Stadium I,339257,92,94,WSH,WS1,WS1
1940,AL,BOS,BOS,,4,79,,,N,N,Boston Red Sox,Fenway Park II,716234,104,102,BOS,BOS,BOS
1940,NL,BRO,LAD,,2,81,,,N,N,Brooklyn Dodgers,Ebbets Field,975978,108,105,BRO,BRO,BRO
1940,NL,BSN,ATL,,7,75,,,N,N,Boston Bees,Braves Field,241616,94,96,BSN,BSN,BSN
1940,AL,CHA,CHW,,4,78,,,N,N,Chicago White Sox,Comiskey Park,660336,102,101,CHW,CHA,CHA
1940,NL,CHN,CHC,,5,77,,,N,N,Chicago Cubs,Wrigley Field,534878,98,97,CHC,CHN,CHN
1940,NL,CIN,CIN,,1,77,,,Y,Y,Cincinnati Reds,Crosley Field,850180,102,99,CIN,CIN,CIN
1940,AL,CLE,CLE,,2,82,,,N,N,Cleveland Indians,League Park II/Cleveland Stadium,902576,98,97,CLE,CLE,CLE
1940,AL,DET,DET,,1,79,,,Y,N,Detroit Tigers,Briggs Stadium,1112693,109,108,DET,DET,DET
1940,NL,NY1,SFG,,6,76,,,N,N,New York Giants,Polo Grounds IV,747852,101,101,NYG,NY1,NY1
1940,AL,NYA,NYY,,3,76,,,N,N,New York Yankees,Yankee Stadium I,988975,96,92,NYY,NYA,NYA
1940,AL,PHA,OAK,,8,71,,,N,N,Philadelphia Athletics,Shibe Park,432145,97,101,PHA,PHA,PHA
1940,NL,PHI,PHI,,8,79,,,N,N,Philadelphia Phillies,Shibe Park,207177,95,101,PHI,PHI,PHI
1940,NL,PIT,PIT,,4,75,,,N,N,Pittsburgh Pirates,Forbes Field,507934,99,99,PIT,PIT,PIT
1940,AL,SLA,BAL,,6,77,,,N,N,St. Louis Browns,Sportsman's Park IV,239591,102,105,SLB,SLA,SLA
1940,NL,SLN,STL,,3,77,,,N,N,St. Louis Cardinals,Sportsman's Park IV,324078,106,103,STL,SLN,SLN
1940,AL,WS1,MIN,,7,77,,,N,N,Washington Senators,Griffith Stadium I,381241,93,95,WSH,WS1,WS1
1941,AL,BOS,BOS,,2,77,,,N,N,Boston Red Sox,Fenway Park II,718497,103,101,BOS,BOS,BOS
1941,NL,BRO,LAD,,1,79,,,Y,N,Brooklyn Dodgers,Ebbets Field,1214910,106,102,BRO,BRO,BRO
1941,NL,BSN,ATL,,7,76,,,N,N,Boston Braves,Braves Field,263680,94,97,BSN,BSN,BSN
1941,AL,CHA,CHW,,3,79,,,N,N,Chicago White Sox,Comiskey Park,677077,99,99,CHW,CHA,CHA
1941,NL,CHN,CHC,,6,77,,,N,N,Chicago Cubs,Wrigley Field,545159,96,96,CHC,CHN,CHN
1941,NL,CIN,CIN,,3,79,,,N,N,Cincinnati Reds,Crosley Field,643513,101,99,CIN,CIN,CIN
1941,AL,CLE,CLE,,4,77,,,N,N,Cleveland Indians,League Park II/Cleveland Stadium,745948,95,95,CLE,CLE,CLE
1941,AL,DET,DET,,4,77,,,N,N,Detroit Tigers,Briggs Stadium,684915,110,110,DET,DET,DET
1941,NL,NY1,SFG,,5,78,,,N,N,New York Giants,Polo Grounds IV,763098,103,102,NYG,NY1,NY1
1941,AL,NYA,NYY,,1,78,,,Y,Y,New York Yankees,Yankee Stadium I,964722,99,95,NYY,NYA,NYA
1941,AL,PHA,OAK,,8,77,,,N,N,Philadelphia Athletics,Shibe Park,528894,98,101,PHA,PHA,PHA
1941,NL,PHI,PHI,,8,76,,,N,N,Philadelphia Phillies,Shibe Park,231401,95,101,PHI,PHI,PHI
1941,NL,PIT,PIT,,4,78,,,N,N,Pittsburgh Pirates,Forbes Field,482241,100,100,PIT,PIT,PIT
1941,AL,SLA,BAL,,6,79,,,N,N,St. Louis Browns,Sportsman's Park IV,176240,104,104,SLB,SLA,SLA
1941,NL,SLN,STL,,2,79,,,N,N,St. Louis Cardinals,Sportsman's Park IV,633645,107,104,STL,SLN,SLN
1941,AL,WS1,MIN,,6,78,,,N,N,Washington Senators,Griffith Stadium I,415663,95,97,WSH,WS1,WS1
1942,AL,BOS,BOS,,2,77,,,N,N,Boston Red Sox,Fenway Park II,730340,104,102,BOS,BOS,BOS
1942,NL,BRO,LAD,,2,79,,,N,N,Brooklyn Dodgers,Ebbets Field,1037765,103,99,BRO,BRO,BRO
1942,NL,BSN,ATL,,7,71,,,N,N,Boston Braves,Braves Field,285332,97,100,BSN,BSN,BSN
1942,AL,CHA,CHW,,6,70,,,N,N,Chicago White Sox,Comiskey Park,425734,97,98,CHW,CHA,CHA
1942,NL,CHN,CHC,,6,78,,,N,N,Chicago Cubs,Wrigley Field,590972,96,96,CHC,CHN,CHN
1942,NL,CIN,CIN,,4,77,,,N,N,Cincinnati Reds,Crosley Field,427031,100,99,CIN,CIN,CIN
1942,AL,CLE,CLE,,4,80,,,N,N,Cleveland Indians,League Park II/Cleveland Stadium,459447,94,94,CLE,CLE,CLE
1942,AL,DET,DET,,5,77,,,N,N,Detroit Tigers,Briggs Stadium,580087,108,108,DET,DET,DET
1942,NL,NY1,SFG,,3,79,,,N,N,New York Giants,Polo Grounds IV,779621,101,102,NYG,NY1,NY1
1942,AL,NYA,NYY,,1,77,,,Y,N,New York Yankees,Yankee Stadium I,922011,98,94,NYY,NYA,NYA
1942,AL,PHA,OAK,,8,76,,,N,N,Philadelphia Athletics,Shibe Park,423487,100,104,PHA,PHA,PHA
1942,NL,PHI,PHI,,8,74,,,N,N,Philadelphia Phillies,Shibe Park,230183,94,99,PHI,PHI,PHI
1942,NL,PIT,PIT,,5,77,,,N,N,Pittsburgh Pirates,Forbes Field,448897,103,102,PIT,PIT,PIT
1942,AL,SLA,BAL,,3,77,,,N,N,St. Louis Browns,Sportsman's Park IV,255617,102,102,SLB,SLA,SLA
1942,NL,SLN,STL,,1,78,,,Y,Y,St. Louis Cardinals,Sportsman's Park IV,553552,108,104,STL,SLN,SLN
1942,AL,WS1,MIN,,7,77,,,N,N,Washington Senators,Griffith Stadium I,403493,99,100,WSH,WS1,WS1
1943,AL,BOS,BOS,,7,77,,,N,N,Boston Red Sox,Fenway Park II,358275,102,101,BOS,BOS,BOS
1943,NL,BRO,LAD,,3,77,,,N,N,Brooklyn Dodgers,Ebbets Field,661739,101,100,BRO,BRO,BRO
1943,NL,BSN,ATL,,6,77,,,N,N,Boston Braves,Braves Field,271289,98,100,BSN,BSN,BSN
1943,AL,CHA,CHW,,4,76,,,N,N,Chicago White Sox,Comiskey Park,508962,99,101,CHW,CHA,CHA
1943,NL,CHN,CHC,,5,75,,,N,N,Chicago Cubs,Wrigley Field,508247,98,98,CHC,CHN,CHN
1943,NL,CIN,CIN,,2,78,,,N,N,Cincinnati Reds,Crosley Field,379122,99,99,CIN,CIN,CIN
1943,AL,CLE,CLE,,3,77,,,N,N,Cleveland Indians,League Park II/Cleveland Stadium,438894,93,94,CLE,CLE,CLE
1943,AL,DET,DET,,5,78,,,N,N,Detroit Tigers,Briggs Stadium,606287,107,106,DET,DET,DET
1943,NL,NY1,SFG,,8,77,,,N,N,New York Giants,Polo Grounds IV,466095,100,101,NYG,NY1,NY1
1943,AL,NYA,NYY,,1,77,,,Y,Y,New York Yankees,Yankee Stadium I,618330,101,98,NYY,NYA,NYA
1943,AL,PHA,OAK,,8,79,,,N,N,Philadelphia Athletics,Shibe Park,376735,99,103,PHA,PHA,PHA
